Date,Description,Deposits,Withdrawls,Balance
29-Oct-20,Miscellaneous,45,0,"1,051,605.24"
29-Oct-20,Transfer,0,"116,845.03","934,760.21"
29-Oct-20,IMPS,"98,096.50",0,"1,032,856.71"
29-Oct-20,Bill,0,"344,285.57","688,571.14"
29-Oct-20,IMPS,0,"344,285.57","344,285.57"
29-Oct-20,Bill,0,"344,285.57",0
29-Oct-20,Bill,"721,519.00",0,"721,519.00"
29-Oct-20,IMPS,0,"240,506.33","481,012.67"
29-Oct-20,Cheque,0,"120,253.17","360,759.50"
29-Oct-20,Cash,0,"51,537.07","309,222.43"
29-Oct-20,Transfer,"1,968.00",0,"311,190.43"
29-Oct-20,Commission,513.29,0,"311,703.72"
29-Oct-20,Bill,7,0,"311,710.72"
29-Oct-20,RTGS,503.93,0,"312,214.65"
29-Oct-20,Debit Card,"27,652.58",0,"339,867.23"
29-Oct-20,Tax,0,"48,552.46","291,314.77"
29-Oct-20,Cheque,0,"145,657.39","145,657.38"
29-Oct-20,Debit Card,0,"16,184.15","129,473.23"
29-Oct-20,Reversal,0,"12,947.32","116,525.91"
29-Oct-20,Cash,"1,864,732.00",0,"1,981,257.91"
29-Oct-20,Cash,0,"990,628.96","990,628.96"
29-Oct-20,Interest,0,"110,069.88","880,559.08"
29-Oct-20,Tax,0,"293,519.69","587,039.39"
30-Oct-20,NEFT,0,"65,226.60","521,812.79"
30-Oct-20,Debit Card,0,"74,544.68","447,268.11"
30-Oct-20,Interest,"2,679.80",0,"449,947.91"
30-Oct-20,NEFT,0,"64,278.27","385,669.64"
30-Oct-20,Bill,"1,656,865.80",0,"2,042,535.44"
30-Oct-20,Bill,"92,824.90",0,"2,135,360.34"
30-Oct-20,Purchase,"1,309,383.25",0,"3,444,743.59"
30-Oct-20,ATM,0,"1,722,371.80","1,722,371.80"
30-Oct-20,ATM,0,"215,296.48","1,507,075.32"
30-Oct-20,Tax,"1,526,978.50",0,"3,034,053.82"
30-Oct-20,Reversal,0,"337,117.09","2,696,936.73"
30-Oct-20,Cheque,56,0,"2,696,992.73"
30-Oct-20,Miscellaneous,"1,135.00",0,"2,698,127.73"
30-Oct-20,ATM,0,"674,531.93","2,023,595.80"
30-Oct-20,ATM,4.1,0,"2,023,599.90"
30-Oct-20,ATM,"508,999.00",0,"2,532,598.90"
30-Oct-20,Cash,0,"422,099.82","2,110,499.08"
30-Oct-20,Cash,4.4,0,"2,110,503.48"
30-Oct-20,Cash,159,0,"2,110,662.48"
30-Oct-20,ATM,60,0,"2,110,722.48"
30-Oct-20,ATM,0,"2,110,722.48",0
30-Oct-20,RTGS,6.62,0,6.62
30-Oct-20,NEFT,"1,926.00",0,"1,932.62"
30-Oct-20,ATM,0,276.09,"1,656.53"
30-Oct-20,Cash,0,414.13,"1,242.40"
30-Oct-20,Debit Card,"1,732.47",0,"2,974.87"
30-Oct-20,Tax,1.1,0,"2,975.97"
30-Oct-20,Commission,0,496,"2,479.98"
31-Oct-20,IMPS,"1,868.80",0,"4,348.78"
31-Oct-20,Transfer,"1,592,073.50",0,"1,596,422.28"
31-Oct-20,Purchase,1.35,0,"1,596,423.63"
31-Oct-20,Debit Card,"169,350.38",0,"1,765,774.01"
1-Nov-20,Commission,"26,815.61",0,"1,792,589.62"
1-Nov-20,Debit Card,0,"179,258.96","1,613,330.66"
1-Nov-20,Transfer,0,"201,666.33","1,411,664.33"
1-Nov-20,RTGS,0,"235,277.39","1,176,386.94"
1-Nov-20,Tax,"130,599.20",0,"1,306,986.14"
1-Nov-20,Purchase,0,"326,746.54","980,239.60"
1-Nov-20,Debit Card,"108,107.90",0,"1,088,347.50"
1-Nov-20,Transfer,6.14,0,"1,088,353.64"
1-Nov-20,RTGS,0,"120,928.18","967,425.46"
1-Nov-20,Interest,0,"967,425.46",0
1-Nov-20,ATM,47.32,0,47.32
1-Nov-20,Miscellaneous,"453,428.00",0,"453,475.32"
1-Nov-20,Tax,"215,608.00",0,"669,083.32"
1-Nov-20,Debit Card,"5,406.80",0,"674,490.12"
1-Nov-20,IMPS,0,"134,898.02","539,592.10"
1-Nov-20,ATM,6,0,"539,598.10"
1-Nov-20,Purchase,3.1,0,"539,601.20"
1-Nov-20,Tax,"189,438.06",0,"729,039.26"
1-Nov-20,Debit Card,15.66,0,"729,054.92"
1-Nov-20,Cheque,0,"72,905.49","656,149.43"
1-Nov-20,Debit Card,0,"82,018.68","574,130.75"
1-Nov-20,Debit Card,0,"63,792.31","510,338.44"
1-Nov-20,Commission,398.8,0,"510,737.24"
1-Nov-20,Cash,0,"56,748.58","453,988.66"
1-Nov-20,Cash,444.1,0,"454,432.76"
1-Nov-20,Reversal,0,"113,608.19","340,824.57"
1-Nov-20,Cheque,"196,301.80",0,"537,126.37"
1-Nov-20,ATM,0,"134,281.59","402,844.78"
1-Nov-20,Cheque,0,"201,422.39","201,422.39"
1-Nov-20,Cheque,0,"40,284.48","161,137.91"
1-Nov-20,NEFT,113.2,0,"161,251.11"
2-Nov-20,IMPS,0.6,0,"161,251.71"
2-Nov-20,Tax,0,"17,916.86","143,334.85"
2-Nov-20,Cash,"172,451.56",0,"315,786.41"
3-Nov-20,IMPS,"1,150.00",0,"316,936.41"
3-Nov-20,Commission,20.38,0,"316,956.79"
3-Nov-20,Interest,"705,106.00",0,"1,022,062.79"
3-Nov-20,Tax,5.6,0,"1,022,068.39"
3-Nov-20,Reversal,0,"340,689.46","681,378.93"
3-Nov-20,ATM,0,"340,689.47","340,689.46"
4-Nov-20,IMPS,0,"340,689.46",0
4-Nov-20,Commission,"95,022.30",0,"95,022.30"
4-Nov-20,Commission,"8,630.91",0,"103,653.21"
4-Nov-20,Purchase,"262,156.00",0,"365,809.21"
4-Nov-20,Bill,350.8,0,"366,160.01"
4-Nov-20,Transfer,178.9,0,"366,338.91"
4-Nov-20,Reversal,"187,267.70",0,"553,606.61"
4-Nov-20,Cash,"1,671,159.00",0,"2,224,765.61"
4-Nov-20,Cash,0,"317,823.66","1,906,941.95"
4-Nov-20,Tax,0,"272,420.28","1,634,521.67"
4-Nov-20,NEFT,299,0,"1,634,820.67"
4-Nov-20,RTGS,8.92,0,"1,634,829.59"
4-Nov-20,RTGS,468,0,"1,635,297.59"
4-Nov-20,IMPS,477.32,0,"1,635,774.91"
4-Nov-20,Miscellaneous,"30,339.05",0,"1,666,113.96"
4-Nov-20,Cash,45,0,"1,666,158.96"
4-Nov-20,IMPS,0,"1,666,158.96",0
4-Nov-20,Miscellaneous,"3,166.80",0,"3,166.80"
4-Nov-20,Cheque,"12,348.00",0,"15,514.80"
5-Nov-20,Commission,"7,727.00",0,"23,241.80"
5-Nov-20,IMPS,0,"2,324.18","20,917.62"
5-Nov-20,IMPS,"26,726.90",0,"47,644.52"
5-Nov-20,Commission,0,"6,806.36","40,838.16"
5-Nov-20,Debit Card,2,0,"40,840.16"
5-Nov-20,Interest,4.83,0,"40,844.99"
5-Nov-20,Commission,0,"8,169.00","32,675.99"
5-Nov-20,Purchase,0.2,0,"32,676.19"
5-Nov-20,Transfer,"1,496,046.00",0,"1,528,722.19"
5-Nov-20,Purchase,0,"1,528,722.19",0
5-Nov-20,Tax,"60,313.94",0,"60,313.94"
5-Nov-20,Purchase,0,"6,701.55","53,612.39"
6-Nov-20,Tax,510.6,0,"54,122.99"
6-Nov-20,RTGS,"1,195.68",0,"55,318.67"
6-Nov-20,Bill,"1,934.00",0,"57,252.67"
6-Nov-20,Cash,"47,946.28",0,"105,198.95"
6-Nov-20,Interest,"11,764.00",0,"116,962.95"
6-Nov-20,RTGS,0,"16,708.99","100,253.96"
6-Nov-20,Cash,"21,497.59",0,"121,751.55"
6-Nov-20,Purchase,0,"12,175.16","109,576.40"
6-Nov-20,RTGS,"3,900.90",0,"113,477.30"
6-Nov-20,Commission,0,"56,738.65","56,738.65"
6-Nov-20,Debit Card,0,"5,673.87","51,064.78"
6-Nov-20,Tax,368,0,"51,432.78"
6-Nov-20,Debit Card,"12,593.40",0,"64,026.18"
6-Nov-20,Miscellaneous,0,"16,006.55","48,019.64"
6-Nov-20,Reversal,0,"5,335.52","42,684.12"
6-Nov-20,IMPS,2,0,"42,686.12"
6-Nov-20,Transfer,0,"14,228.71","28,457.41"
6-Nov-20,Miscellaneous,0,"4,742.90","23,714.51"
6-Nov-20,ATM,"1,241.98",0,"24,956.49"
6-Nov-20,Cash,6,0,"24,962.49"
6-Nov-20,IMPS,0,"4,992.50","19,969.99"
6-Nov-20,Miscellaneous,0,"6,656.66","13,313.33"
6-Nov-20,Bill,0,"1,664.17","11,649.16"
6-Nov-20,Interest,0,"1,664.17","9,984.99"
6-Nov-20,Debit Card,319,0,"10,303.99"
6-Nov-20,Tax,0,"1,030.40","9,273.59"
6-Nov-20,Transfer,"2,071.20",0,"11,344.79"
6-Nov-20,NEFT,47,0,"11,391.79"
6-Nov-20,Commission,0,"2,278.36","9,113.43"
6-Nov-20,Commission,3,0,"9,116.43"
7-Nov-20,IMPS,0,"1,519.41","7,597.02"
8-Nov-20,Reversal,0,"7,597.02",0
8-Nov-20,Debit Card,345,0,345
9-Nov-20,Interest,"7,861.82",0,"8,206.82"
9-Nov-20,Miscellaneous,0,"4,103.41","4,103.41"
9-Nov-20,Interest,0,"1,367.80","2,735.61"
9-Nov-20,NEFT,5,0,"2,740.61"
9-Nov-20,Transfer,0,685.15,"2,055.46"
9-Nov-20,ATM,0,228.38,"1,827.08"
9-Nov-20,Transfer,"228,586.00",0,"230,413.08"
9-Nov-20,Debit Card,13.7,0,"230,426.78"
9-Nov-20,RTGS,0,"38,404.46","192,022.32"
9-Nov-20,Interest,"2,250.49",0,"194,272.81"
9-Nov-20,Miscellaneous,"6,137.25",0,"200,410.06"
9-Nov-20,Commission,201,0,"200,611.06"
9-Nov-20,NEFT,407.8,0,"201,018.86"
9-Nov-20,Cash,0,"67,006.29","134,012.57"
9-Nov-20,Interest,0,"26,802.51","107,210.06"
9-Nov-20,Miscellaneous,8,0,"107,218.06"
9-Nov-20,Cheque,0,"107,218.06",0
9-Nov-20,IMPS,"3,017.00",0,"3,017.00"
9-Nov-20,Miscellaneous,0,431,"2,586.00"
9-Nov-20,Purchase,2.7,0,"2,588.70"
9-Nov-20,Bill,0,369.81,"2,218.89"
9-Nov-20,Bill,"3,524.21",0,"5,743.10"
9-Nov-20,Miscellaneous,0,717.89,"5,025.21"
9-Nov-20,NEFT,0,"2,512.61","2,512.60"
9-Nov-20,ATM,0,418.77,"2,093.83"
9-Nov-20,Commission,"72,645.00",0,"74,738.83"
9-Nov-20,NEFT,"40,851.50",0,"115,590.33"
9-Nov-20,Miscellaneous,0,"23,118.07","92,472.26"
9-Nov-20,IMPS,0,"46,236.13","46,236.13"
9-Nov-20,RTGS,0,"5,137.35","41,098.78"
9-Nov-20,Bill,0,"6,849.80","34,248.98"
9-Nov-20,NEFT,0,"17,124.49","17,124.49"
9-Nov-20,Reversal,339,0,"17,463.49"
9-Nov-20,Purchase,"55,418.50",0,"72,881.99"
9-Nov-20,Bill,0,"24,294.00","48,587.99"
9-Nov-20,Reversal,0,"5,398.67","43,189.32"
9-Nov-20,Miscellaneous,"1,420,831.80",0,"1,464,021.12"
9-Nov-20,Cheque,0,"209,145.87","1,254,875.25"
9-Nov-20,Cheque,19.8,0,"1,254,895.05"
9-Nov-20,NEFT,394,0,"1,255,289.05"
9-Nov-20,Debit Card,0,"209,214.84","1,046,074.21"
9-Nov-20,IMPS,0.72,0,"1,046,074.93"
9-Nov-20,Miscellaneous,"3,026.45",0,"1,049,101.38"
9-Nov-20,ATM,0,"104,910.14","944,191.24"
9-Nov-20,Debit Card,"4,076.57",0,"948,267.81"
9-Nov-20,Interest,0,"948,267.81",0
9-Nov-20,Miscellaneous,"895,883.00",0,"895,883.00"
9-Nov-20,Miscellaneous,0,"895,883.00",0
9-Nov-20,IMPS,273.6,0,273.6
9-Nov-20,Cheque,421.5,0,695.1
9-Nov-20,IMPS,452.6,0,"1,147.70"
9-Nov-20,Debit Card,"108,416.00",0,"109,563.70"
9-Nov-20,Cheque,0,0,"109,563.70"
9-Nov-20,Cheque,0,0,"109,563.70"
9-Nov-20,Cheque,0,"15,651.96","93,911.74"
9-Nov-20,Cheque,0,"31,303.91","62,607.83"
10-Nov-20,ATM,726,0,"63,333.83"
10-Nov-20,Reversal,0,"7,037.09","56,296.74"
10-Nov-20,Cash,988.8,0,"57,285.54"
10-Nov-20,NEFT,1.8,0,"57,287.34"
10-Nov-20,Reversal,"4,043.35",0,"61,330.69"
10-Nov-20,Interest,0,"7,666.34","53,664.35"
10-Nov-20,RTGS,0,"26,832.18","26,832.18"
10-Nov-20,Reversal,0,"2,683.22","24,148.96"
10-Nov-20,Purchase,19.64,0,"24,168.60"
10-Nov-20,ATM,0,"2,416.86","21,751.74"
10-Nov-20,Interest,0,"2,416.86","19,334.88"
10-Nov-20,NEFT,"1,074,028.00",0,"1,093,362.88"
10-Nov-20,Cheque,"649,527.80",0,"1,742,890.68"
10-Nov-20,Commission,0,"193,654.52","1,549,236.16"
10-Nov-20,RTGS,63,0,"1,549,299.16"
10-Nov-20,Purchase,0,"154,929.92","1,394,369.24"
10-Nov-20,Bill,8,0,"1,394,377.24"
10-Nov-20,Tax,0,"348,594.31","1,045,782.93"
10-Nov-20,IMPS,0,"522,891.47","522,891.46"
10-Nov-20,Cheque,0,"74,698.78","448,192.68"
10-Nov-20,RTGS,0,"64,027.53","384,165.15"
10-Nov-20,Tax,"28,074.10",0,"412,239.25"
10-Nov-20,Interest,0,"51,529.91","360,709.34"
10-Nov-20,Commission,0,"120,236.45","240,472.89"
10-Nov-20,Bill,0,"40,078.82","200,394.08"
10-Nov-20,ATM,0,"50,098.52","150,295.56"
10-Nov-20,Cash,"3,078.00",0,"153,373.56"
10-Nov-20,Transfer,0,"30,674.71","122,698.85"
10-Nov-20,Cheque,0.83,0,"122,699.68"
10-Nov-20,Interest,0,"13,633.30","109,066.38"
10-Nov-20,Miscellaneous,140.4,0,"109,206.78"
10-Nov-20,RTGS,635.6,0,"109,842.38"
10-Nov-20,IMPS,5,0,"109,847.38"
10-Nov-20,Cheque,"15,643.00",0,"125,490.38"
10-Nov-20,IMPS,0,"62,745.19","62,745.19"
10-Nov-20,Cash,5.36,0,"62,750.55"
11-Nov-20,Cheque,0,"7,843.82","54,906.73"
11-Nov-20,Miscellaneous,0,"27,453.37","27,453.36"
11-Nov-20,NEFT,0,"5,490.67","21,962.69"
11-Nov-20,Tax,"489,721.00",0,"511,683.69"
11-Nov-20,Bill,0,"51,168.37","460,515.32"
11-Nov-20,Purchase,0,"65,787.90","394,727.42"
11-Nov-20,Reversal,0,"43,858.60","350,868.82"
11-Nov-20,ATM,"143,368.50",0,"494,237.32"
11-Nov-20,Debit Card,"19,535.80",0,"513,773.12"
11-Nov-20,ATM,0.82,0,"513,773.94"
11-Nov-20,Transfer,"2,674.04",0,"516,447.98"
11-Nov-20,Interest,"69,157.90",0,"585,605.88"
11-Nov-20,Purchase,5,0,"585,610.88"
11-Nov-20,Cash,35.13,0,"585,646.01"
11-Nov-20,Miscellaneous,0,"585,646.01",0
11-Nov-20,ATM,31.4,0,31.4
11-Nov-20,Reversal,42.1,0,73.5
11-Nov-20,Commission,0,14.7,58.8
11-Nov-20,Interest,0,14.7,44.1
11-Nov-20,NEFT,0,14.7,29.4
11-Nov-20,Bill,61.42,0,90.82
11-Nov-20,Purchase,0,9.08,81.74
11-Nov-20,Commission,"2,440.00",0,"2,521.74"
11-Nov-20,Interest,0,"1,260.87","1,260.87"
11-Nov-20,IMPS,"1,297,628.00",0,"1,298,888.87"
11-Nov-20,Cash,2,0,"1,298,890.87"
11-Nov-20,NEFT,0,"432,963.62","865,927.25"
11-Nov-20,Debit Card,308,0,"866,235.25"
11-Nov-20,IMPS,0,"144,372.54","721,862.71"
11-Nov-20,Cheque,"252,645.56",0,"974,508.27"
11-Nov-20,Commission,0,"487,254.14","487,254.14"
11-Nov-20,ATM,257.63,0,"487,511.77"
11-Nov-20,Reversal,0,"487,511.77",0
11-Nov-20,Commission,"1,499,015.50",0,"1,499,015.50"
11-Nov-20,Interest,"792,455.00",0,"2,291,470.50"
11-Nov-20,RTGS,0,"286,433.81","2,005,036.69"
11-Nov-20,Tax,"562,644.75",0,"2,567,681.44"
11-Nov-20,RTGS,0,"256,768.14","2,310,913.30"
11-Nov-20,Interest,0,"231,091.33","2,079,821.97"
11-Nov-20,RTGS,336,0,"2,080,157.97"
11-Nov-20,Reversal,0,"346,693.00","1,733,464.98"
11-Nov-20,Reversal,"70,755.70",0,"1,804,220.68"
11-Nov-20,Cash,"122,285.25",0,"1,926,505.93"
11-Nov-20,Purchase,"16,844.10",0,"1,943,350.03"
12-Nov-20,Commission,0,"971,675.02","971,675.02"
12-Nov-20,IMPS,0,"971,675.02",0
12-Nov-20,Purchase,"821,424.20",0,"821,424.20"
12-Nov-20,IMPS,0,"821,424.20",0
12-Nov-20,Debit Card,5,0,5
12-Nov-20,Cheque,"177,318.00",0,"177,323.00"
12-Nov-20,Commission,6.15,0,"177,329.15"
12-Nov-20,Cheque,0,"17,732.92","159,596.23"
12-Nov-20,Transfer,"14,592.00",0,"174,188.23"
12-Nov-20,Tax,0,"29,031.37","145,156.86"
12-Nov-20,IMPS,0,"24,192.81","120,964.05"
12-Nov-20,Debit Card,0,"30,241.01","90,723.04"
12-Nov-20,Tax,167,0,"90,890.04"
12-Nov-20,Reversal,7,0,"90,897.04"
12-Nov-20,Reversal,0,"30,299.01","60,598.03"
12-Nov-20,Commission,0,"15,149.51","45,448.52"
12-Nov-20,Transfer,"3,384.00",0,"48,832.52"
12-Nov-20,Bill,0,"48,832.52",0
12-Nov-20,Bill,"3,691.49",0,"3,691.49"
12-Nov-20,Cash,0,738.3,"2,953.19"
12-Nov-20,Commission,0,328.13,"2,625.06"
12-Nov-20,Cheque,0,875.02,"1,750.04"
12-Nov-20,Bill,5,0,"1,755.04"
12-Nov-20,Miscellaneous,15,0,"1,770.04"
12-Nov-20,Bill,0.68,0,"1,770.72"
12-Nov-20,Bill,"995,802.00",0,"997,572.72"
12-Nov-20,Debit Card,0.4,0,"997,573.12"
12-Nov-20,Interest,0,"166,262.19","831,310.93"
12-Nov-20,Transfer,0,"118,758.70","712,552.23"
12-Nov-20,Tax,0,"712,552.23",0
12-Nov-20,IMPS,61,0,61
12-Nov-20,Commission,0,12.2,48.8
12-Nov-20,Cheque,0,16.27,32.53
12-Nov-20,NEFT,0,3.25,29.28
12-Nov-20,Interest,0,3.66,25.62
12-Nov-20,ATM,0,12.81,12.81
13-Nov-20,Transfer,"1,391.00",0,"1,403.81"
13-Nov-20,Cheque,"46,033.00",0,"47,436.81"
13-Nov-20,Tax,"1,894,891.25",0,"1,942,328.06"
13-Nov-20,Miscellaneous,0,"194,232.81","1,748,095.25"
13-Nov-20,Tax,"3,193.00",0,"1,751,288.25"
13-Nov-20,RTGS,"2,881.00",0,"1,754,169.25"
13-Nov-20,Interest,0,"438,542.31","1,315,626.94"
13-Nov-20,Cheque,46.62,0,"1,315,673.56"
13-Nov-20,Reversal,0,"131,567.36","1,184,106.20"
13-Nov-20,Interest,0,"197,351.03","986,755.17"
13-Nov-20,Cash,0,"493,377.59","493,377.58"
13-Nov-20,NEFT,"33,561.38",0,"526,938.96"
13-Nov-20,Cheque,0,"263,469.48","263,469.48"
13-Nov-20,Purchase,3.7,0,"263,473.18"
13-Nov-20,Purchase,440.79,0,"263,913.97"
13-Nov-20,Tax,170.49,0,"264,084.46"
13-Nov-20,Commission,"23,468.00",0,"287,552.46"
13-Nov-20,RTGS,205,0,"287,757.46"
13-Nov-20,Tax,"218,582.91",0,"506,340.37"
13-Nov-20,Miscellaneous,"15,266.00",0,"521,606.37"
13-Nov-20,Debit Card,509.01,0,"522,115.38"
13-Nov-20,Interest,134.1,0,"522,249.48"
13-Nov-20,Interest,0,"74,607.07","447,642.41"
13-Nov-20,Reversal,0,"223,821.21","223,821.20"
13-Nov-20,IMPS,0,"223,821.20",0
13-Nov-20,IMPS,112.61,0,112.61
13-Nov-20,Tax,0,112.61,0
13-Nov-20,Debit Card,395,0,395
13-Nov-20,Cheque,0,43.89,351.11
13-Nov-20,Reversal,0,58.52,292.59
13-Nov-20,RTGS,0,29.26,263.33
13-Nov-20,Bill,0,52.67,210.66
13-Nov-20,NEFT,4.5,0,215.16
13-Nov-20,Tax,0,26.9,188.26
14-Nov-20,Cheque,237.84,0,426.1
14-Nov-20,Tax,44.71,0,470.81
14-Nov-20,NEFT,0,58.85,411.96
14-Nov-20,Tax,"1,256.00",0,"1,667.96"
14-Nov-20,Commission,0,833.98,833.98
14-Nov-20,Cheque,0,833.98,0
14-Nov-20,Purchase,3,0,3
14-Nov-20,Reversal,0,0.3,2.7
14-Nov-20,Tax,0,0.34,2.36
14-Nov-20,NEFT,0,0.3,2.06
14-Nov-20,NEFT,0,1.03,1.03
14-Nov-20,Purchase,"2,029,620.00",0,"2,029,621.03"
14-Nov-20,ATM,0,"338,270.17","1,691,350.86"
14-Nov-20,Reversal,"27,179.00",0,"1,718,529.86"
14-Nov-20,RTGS,3.8,0,"1,718,533.66"
14-Nov-20,Reversal,0,"1,718,533.66",0
14-Nov-20,Bill,"1,865,295.20",0,"1,865,295.20"
14-Nov-20,Cheque,0,"932,647.60","932,647.60"
14-Nov-20,Transfer,0,"466,323.80","466,323.80"
14-Nov-20,Tax,0,"116,580.95","349,742.85"
14-Nov-20,Cash,0,"43,717.86","306,024.99"
14-Nov-20,Purchase,0,"30,602.50","275,422.49"
14-Nov-20,Bill,0,"55,084.50","220,337.99"
14-Nov-20,Tax,0,"36,723.00","183,614.99"
14-Nov-20,Cheque,0,"61,205.00","122,409.99"
14-Nov-20,RTGS,"72,977.90",0,"195,387.89"
14-Nov-20,Tax,"20,679.54",0,"216,067.43"
14-Nov-20,Reversal,0,"30,866.78","185,200.65"
14-Nov-20,IMPS,0,"23,150.08","162,050.57"
14-Nov-20,ATM,0,"18,005.62","144,044.95"
14-Nov-20,Bill,0,"144,044.95",0
15-Nov-20,Purchase,53,0,53
15-Nov-20,Interest,0,17.67,35.33
15-Nov-20,Transfer,0,35.33,0
15-Nov-20,Purchase,"4,071.10",0,"4,071.10"
15-Nov-20,Cheque,"16,598.80",0,"20,669.90"
15-Nov-20,ATM,44.9,0,"20,714.80"
15-Nov-20,Cheque,"2,852.00",0,"23,566.80"
15-Nov-20,Purchase,"26,407.47",0,"49,974.27"
15-Nov-20,Transfer,51,0,"50,025.27"
15-Nov-20,Cash,321.14,0,"50,346.41"
15-Nov-20,Purchase,0,"5,594.05","44,752.36"
15-Nov-20,IMPS,0,"4,972.48","39,779.88"
15-Nov-20,IMPS,0,"9,944.97","29,834.91"
15-Nov-20,RTGS,7.2,0,"29,842.11"
15-Nov-20,Bill,5.71,0,"29,847.82"
15-Nov-20,Tax,0,"3,316.42","26,531.40"
15-Nov-20,Reversal,"3,378.45",0,"29,909.85"
15-Nov-20,ATM,4,0,"29,913.85"
15-Nov-20,ATM,"29,190.00",0,"59,103.85"
15-Nov-20,Miscellaneous,0,"6,567.09","52,536.76"
15-Nov-20,Debit Card,0,"17,512.25","35,024.51"
15-Nov-20,Commission,0,"35,024.51",0
15-Nov-20,Purchase,"222,479.50",0,"222,479.50"
15-Nov-20,Purchase,"3,145.89",0,"225,625.39"
15-Nov-20,NEFT,0,"32,232.20","193,393.19"
15-Nov-20,IMPS,37.25,0,"193,430.44"
15-Nov-20,Cash,"23,081.60",0,"216,512.04"
15-Nov-20,RTGS,0,"72,170.68","144,341.36"
15-Nov-20,Debit Card,0,"14,434.14","129,907.22"
15-Nov-20,ATM,7.4,0,"129,914.62"
16-Nov-20,Reversal,0,"12,991.46","116,923.16"
16-Nov-20,Reversal,0,"19,487.19","97,435.97"
16-Nov-20,Cash,0,"97,435.97",0
16-Nov-20,RTGS,"227,222.41",0,"227,222.41"
16-Nov-20,Tax,"1,366,813.00",0,"1,594,035.41"
16-Nov-20,IMPS,"784,448.80",0,"2,378,484.21"
16-Nov-20,NEFT,5.79,0,"2,378,490.00"
17-Nov-20,Commission,0,"297,311.25","2,081,178.75"
17-Nov-20,Interest,4.5,0,"2,081,183.25"
17-Nov-20,Bill,0,"2,081,183.25",0
17-Nov-20,Commission,"30,221.00",0,"30,221.00"
17-Nov-20,Cash,0,"4,317.29","25,903.71"
17-Nov-20,Reversal,0,"8,634.57","17,269.14"
17-Nov-20,Cheque,5.6,0,"17,274.74"
17-Nov-20,Tax,0,"5,758.25","11,516.49"
17-Nov-20,Cheque,0,"1,151.65","10,364.84"
17-Nov-20,Commission,"3,012.00",0,"13,376.84"
17-Nov-20,Debit Card,320.9,0,"13,697.74"
18-Nov-20,IMPS,36.08,0,"13,733.82"
18-Nov-20,ATM,25.98,0,"13,759.80"
18-Nov-20,Cheque,0,"13,759.80",0
18-Nov-20,Interest,"179,277.00",0,"179,277.00"
18-Nov-20,Commission,0,"44,819.25","134,457.75"
18-Nov-20,Interest,0,"67,228.88","67,228.88"
18-Nov-20,Bill,0,"11,204.81","56,024.07"
18-Nov-20,Miscellaneous,4.98,0,"56,029.05"
18-Nov-20,Transfer,3,0,"56,032.05"
18-Nov-20,ATM,0,"11,206.41","44,825.64"
19-Nov-20,Interest,0,"5,603.21","39,222.44"
19-Nov-20,IMPS,4.9,0,"39,227.34"
19-Nov-20,IMPS,0,"19,613.67","19,613.67"
19-Nov-20,Tax,71.6,0,"19,685.27"
19-Nov-20,ATM,272.55,0,"19,957.82"
19-Nov-20,Tax,0,"2,494.73","17,463.09"
20-Nov-20,Cheque,0,"5,821.03","11,642.06"
20-Nov-20,Transfer,0,"3,880.69","7,761.37"
20-Nov-20,Cash,"19,451.83",0,"27,213.20"
20-Nov-20,NEFT,0,"3,887.60","23,325.60"
20-Nov-20,Debit Card,2.34,0,"23,327.94"
20-Nov-20,ATM,0,"11,663.97","11,663.97"
20-Nov-20,Reversal,0,"3,887.99","7,775.98"
20-Nov-20,RTGS,"2,088,811.80",0,"2,096,587.78"
20-Nov-20,Debit Card,2.7,0,"2,096,590.48"
20-Nov-20,IMPS,0,"349,431.75","1,747,158.73"
20-Nov-20,Miscellaneous,45,0,"1,747,203.73"
21-Nov-20,NEFT,5.04,0,"1,747,208.77"
21-Nov-20,Cash,0,"291,201.46","1,456,007.31"
21-Nov-20,Tax,262.75,0,"1,456,270.06"
21-Nov-20,Cheque,0,"208,038.58","1,248,231.48"
21-Nov-20,Purchase,"2,143.72",0,"1,250,375.20"
21-Nov-20,Transfer,"4,043.80",0,"1,254,419.00"
21-Nov-20,Cash,0,"313,604.75","940,814.25"
21-Nov-20,Cash,0,"134,402.04","806,412.21"
21-Nov-20,Cheque,0,"134,402.04","672,010.18"
21-Nov-20,Purchase,4.38,0,"672,014.56"
21-Nov-20,Reversal,0,"67,201.46","604,813.10"
21-Nov-20,RTGS,0,"67,201.46","537,611.64"
21-Nov-20,RTGS,"1,663,480.00",0,"2,201,091.64"
21-Nov-20,Bill,0,"366,848.61","1,834,243.03"
22-Nov-20,Cash,0.99,0,"1,834,244.02"
22-Nov-20,NEFT,20,0,"1,834,264.02"
22-Nov-20,Miscellaneous,"90,437.30",0,"1,924,701.32"
22-Nov-20,ATM,0,"962,350.66","962,350.66"
22-Nov-20,Tax,772,0,"963,122.66"
22-Nov-20,Cheque,0,"192,624.53","770,498.13"
22-Nov-20,Reversal,0,"128,416.36","642,081.78"
22-Nov-20,IMPS,289.3,0,"642,371.08"
22-Nov-20,Transfer,499.7,0,"642,870.78"
22-Nov-20,Transfer,0,"91,838.68","551,032.10"
22-Nov-20,ATM,"902,256.80",0,"1,453,288.90"
22-Nov-20,Cash,"197,432.00",0,"1,650,720.90"
